1	43610	2
2	22226	3
3	20233	4
3	15073	5
4	11509	6
5	10318	7
5	9125	8
6	7937	9
7	7144	10
7	6745	11
8	5953	12
9	5557	13
9	5554	14
10	4762	15
11	4366	16
11	4365	17
12	4365	18
13	3969	19
13	3968	20
14	3572	21
15	3572	22
15	3571	23
16	3175	24
17	3175	25
17	3174	26
18	3174	27
19	2778	28
19	2777	29
20	2777	30
21	2777	31
22	2381	32
22	2381	33
23	2381	34
23	2381	35
24	2381	36
25	2381	37
26	2381	38
26	2380	39
27	2380	40
28	1984	41
28	1984	42
29	1984	43
30	1984	44
30	1984	45
31	1984	46
32	1984	47
32	1984	48
33	1984	49
34	1984	50
34	1983	51
35	1983	52
36	1983	53
37	1587	54
37	1587	55
38	1587	56
39	1587	57
39	1587	58
40	1587	59
41	1587	60
41	1587	61
42	1587	62
43	1587	63
43	1587	64
44	1587	65
45	1587	66
45	1587	67
46	1587	68
47	1587	69
47	1587	70
48	1587	71
49	1587	72
50	1587	73
50	1587	74
51	1587	75
52	1587	76
52	1586	77
53	1586	78
54	1586	79
55	1190	80
55	1190	81
56	1190	82
56	1190	83
57	1190	84
58	1190	85
58	1190	86
59	1190	87
60	1190	88
61	1190	89
61	1190	90
62	1190	91
63	1190	92
63	1190	93
64	1190	94
65	1190	95
65	1190	96
66	1190	97
67	1190	98
67	1190	99
68	1190	100
69	1190	101
69	1190	102
70	1190	103
71	1190	104
71	1190	105
72	1190	106
73	1190	107
74	1190	108
74	1190	109
75	1190	110
76	1190	111
76	1190	112
77	1190	113
78	1190	114
78	1190	115
79	1190	116
80	1190	117
80	1190	118
81	1190	119
82	1190	120
82	1190	121
83	1190	122
84	1190	123
85	1190	124
85	1190	125
86	1190	126
87	1190	127
87	1190	128
