5	1224625	1224625	1224625	1224625	1224625	1224625	1224625	1224625	1224625	1224625	1109078	1109078	1109078	1109078	1109078	1109078	1109078	1109078	1109078	1109078	1109078	1109078	1109078	1109078
6	1074897	1074897	1074897	1074897	1074897	1074897	1074897	1074897	1074897	1074897	1003994	1003994	1003994	1003994	1003994	1003994	1003994	1003994	1003994	1003994	1003994	1003994	1003994	1003994
7	1073892	1073892	1073892	1073892	1073892	1073892	1073892	1073892	1073892	1073892	809198	809198	809198	809198	809198	809198	809198	809198	809198	809198	809198	809198	809198	809198
8	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102	682102
9	652741	652741	627384	627384	627384	627384	627384	627384	613237	613237	613237	613237	613237	613237	613237	613237	613237	613237	613237	613237	613237	613237	613237	613237
10	613237	613237	613237	613237	613237	613237	613237	613237	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630
11	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630
12	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	554961	554961	554961	554961	554961	554961	554961	554961	554961	554961	554961	554961	554961	554961
13	605630	605630	605630	605630	605630	605630	605630	605630	605630	605630	539324	539324	539324	539324	539324	539324	539324	539324	539324	539324	539324	539324	539324	539324
14	605207	605207	605207	605207	605207	605207	605207	605207	605207	605207	405233	405233	405233	405233	405233	405233	405233	405233	405233	405233	405233	405233	405233	405233
15	604784	604784	604784	604784	604784	604784	604784	604784	604784	604784	405233	404810	404810	404810	404810	404810	404810	404810	404810	404810	404810	404810	404810	404810
16	474497	474497	474497	474497	474497	474497	474497	474497	474497	474497	357088	357088	357088	357088	357088	357088	357088	357088	357088	357088	357088	357088	357088	357088
17	470693	470693	470693	470693	470693	470693	470693	470693	470693	470693	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334
18	470693	470693	470693	470693	470693	470693	470693	470693	470693	470693	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334
19	470693	470693	470693	470693	470693	470693	470693	470693	470693	470693	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334
20	470693	470693	470693	470693	470693	470693	470693	470693	470693	470693	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334	335334
