5	132409
6	110357
7	94731
8	82967
9	73757
10	66464
11	60454
12	55566
13	51296
14	47605
15	44332
5	1109078
6	1003994
7	809198
8	682102
9	613237
10	605630
12	554961
13	539324
14	405233
15	404810
5	1323269
6	1102882
7	949321
8	830885
9	738424
10	664964
11	605309
12	556308
13	517941
14	480980
15	450253
5	3005174
6	2507417
7	2154873
8	1888578
9	1688613
10	1521891
11	1385005
12	1267313
13	1174703
14	1091622
15	1020759
5	5463001
6	4553508
7	3904266
8	3416503
9	3037837
10	2735816
11	2498714
12	2290653
13	2115255
14	1965382
15	1835731
