1	30466	2
2	15370	3
3	14534	4
3	10439	5
4	7787	6
5	7374	7
5	6348	8
6	5328	9
7	5122	10
7	4710	11
8	4098	12
9	3893	13
9	3686	14
10	3278	15
11	3074	16
11	3072	17
12	2868	18
13	2664	19
13	2662	20
14	2458	21
15	2254	22
15	2253	23
16	2253	24
17	2049	25
17	2048	26
18	2048	27
19	1844	28
19	1843	29
20	1843	30
21	1843	31
22	1639	32
22	1639	33
23	1639	34
23	1638	35
24	1638	36
25	1434	37
25	1434	38
26	1434	39
27	1434	40
27	1433	41
28	1433	42
29	1433	43
30	1229	44
30	1229	45
31	1229	46
31	1229	47
32	1229	48
33	1229	49
33	1229	50
34	1229	51
35	1229	52
35	1228	53
36	1228	54
37	1024	55
38	1024	56
38	1024	57
39	1024	58
40	1024	59
40	1024	60
41	1024	61
42	1024	62
42	1024	63
43	1024	64
44	1024	65
44	1024	66
45	1024	67
46	1024	68
46	1024	69
47	1024	70
48	1024	71
48	1023	72
49	1023	73
50	819	74
50	819	75
51	819	76
52	819	77
52	819	78
53	819	79
54	819	80
54	819	81
55	819	82
56	819	83
57	819	84
57	819	85
58	819	86
59	819	87
59	819	88
60	819	89
61	819	90
61	819	91
62	819	92
63	819	93
63	819	94
64	819	95
65	819	96
65	819	97
66	819	98
67	819	99
67	819	100
68	819	101
69	819	102
69	819	103
70	819	104
71	819	105
71	818	106
72	818	107
73	818	108
74	614	109
74	614	110
75	614	111
76	614	112
76	614	113
77	614	114
78	614	115
78	614	116
79	614	117
80	614	118
80	614	119
81	614	120
82	614	121
82	614	122
83	614	123
84	614	124
84	614	125
85	614	126
86	614	127
86	614	128
