1	15292	2
2	8061	3
2	7719	4
3	5164	5
4	4067	6
4	3905	7
5	3175	8
6	2736	9
6	2655	10
7	2290	11
8	2070	12
8	1993	13
9	1774	14
10	1700	15
10	1624	16
11	1478	17
12	1405	18
12	1403	19
13	1257	20
13	1255	21
14	1182	22
15	1109	23
15	1107	24
16	1034	25
17	1034	26
18	961	27
18	960	28
19	887	29
19	886	30
20	886	31
21	813	32
21	812	33
22	812	34
23	739	35
23	739	36
24	739	37
24	738	38
25	738	39
26	665	40
26	665	41
27	665	42
28	665	43
28	664	44
29	664	45
30	591	46
30	591	47
31	591	48
32	591	49
32	590	50
33	590	51
34	590	52
35	517	53
35	517	54
36	517	55
36	517	56
37	517	57
38	517	58
38	517	59
39	517	60
40	517	61
40	516	62
41	516	63
42	443	64
42	443	65
43	443	66
44	443	67
44	443	68
45	443	69
45	443	70
46	443	71
47	443	72
47	443	73
48	443	74
49	443	75
49	442	76
50	442	77
51	442	78
52	369	79
52	369	80
53	369	81
53	369	82
54	369	83
55	369	84
55	369	85
56	369	86
57	369	87
57	369	88
58	369	89
59	369	90
59	369	91
60	369	92
61	369	93
61	369	94
62	369	95
63	369	96
63	369	97
64	369	98
65	369	99
65	369	100
66	369	101
67	369	102
67	368	103
68	368	104
69	295	105
69	295	106
70	295	107
70	295	108
71	295	109
72	295	110
72	295	111
73	295	112
74	295	113
74	295	114
75	295	115
76	295	116
76	295	117
77	295	118
78	295	119
78	295	120
79	295	121
80	295	122
80	295	123
81	295	124
82	295	125
82	295	126
83	295	127
84	295	128
