1	10119	259
2	5098	130
3	3899	99
4	3899	99
5	3899	99
6	3899	99
7	3899	99
8	3899	99
9	3899	99
10	3899	99
11	3899	99
12	3899	99
13	3899	99
14	3899	99
15	3899	99
16	3899	99
17	3899	99
18	3899	99
19	3899	99
20	3899	99
21	3899	99
22	3899	99
23	3899	99
24	3899	99
25	3899	99
26	3899	99
27	3899	99
28	3899	99
29	3899	99
30	3899	99
31	3899	99
32	3899	99
33	3899	99
34	3899	99
35	3899	99
36	3899	99
37	3899	99
38	3899	99
39	3899	99
40	3899	99
41	3899	99
42	3899	99
43	3899	99
44	3899	99
45	3899	99
46	3899	99
47	3899	99
48	3899	99
49	3899	99
50	3899	99
51	3899	99
52	3899	99
53	3899	99
54	3899	99
55	3899	99
56	3899	99
57	3899	99
58	3899	99
59	3899	99
60	3899	99
61	3899	99
62	3899	99
63	3899	99
64	3899	99
65	3899	99
66	3899	99
67	3899	99
68	3899	99
69	3899	99
70	3899	99
71	3899	99
72	3899	99
73	3899	99
74	3899	99
75	3899	99
76	3899	99
77	3899	99
78	3899	99
79	3899	99
80	3899	99
81	3899	99
82	3899	99
83	3899	99
84	3899	99
85	3899	99
86	3899	99
87	3899	99
88	3899	99
89	3899	99
90	3899	99
91	3899	99
92	3899	99
93	3899	99
94	3899	99
95	3899	99
96	3899	99
97	3899	99
98	3899	99
99	3899	99
100	3899	99
