5	3023702	3023702	3023702	3023702	3023702	3023702	3015873	3015841	3015841	3015841	3015841	3015841	3015637	3015637	3005174	3005174	3005174	3005174	3005174	3005174
6	2528073	2528073	2528073	2526634	2526634	2526634	2526634	2526634	2526634	2526634	2526634	2522862	2522862	2522774	2507417	2507417	2507417	2507417	2507417	2507417
7	2187027	2187027	2187027	2187027	2176402	2176402	2174270	2174270	2174270	2174270	2168172	2168023	2168023	2166905	2154873	2154873	2154873	2154873	2154873	2154873
8	1897517	1897450	1897450	1896979	1895703	1895703	1895574	1895574	1895574	1895574	1893702	1893702	1893702	1893702	1893702	1893702	1893702	1893702	1893702	1888578
9	1703520	1703520	1701879	1701879	1701879	1701879	1701879	1701879	1699282	1699282	1694840	1694840	1694840	1694840	1693419	1693419	1693419	1693419	1689612	1688433
10	1553533	1553533	1553533	1550627	1550627	1548908	1548908	1548908	1548908	1548908	1544810	1536203	1536203	1535680	1528160	1528160	1528160	1522587	1518434	1518162
11	1444018	1444018	1438556	1438556	1435787	1433951	1404211	1403982	1400440	1400440	1400440	1400344	1399360	1399360	1387844	1387844	1387844	1387844	1387844	1387844
12	1368787	1368787	1368787	1368787	1368787	1368787	1281809	1281809	1281809	1281809	1278779	1278258	1276553	1275671	1270742	1264871	1264871	1264871	1264871	1264871
13	1368787	1368787	1365702	1365702	1365702	1365702	1209772	1209772	1209772	1209772	1201701	1197185	1195597	1190711	1180772	1180065	1180065	1180065	1180065	1178207
14	1365702	1365187	1365187	1365187	1365187	1365187	1209772	1206687	1206687	1206687	1132188	1132188	1132188	1132188	1091622	1091622	1091622	1091622	1091622	1091622
15	1096357	1096357	1096357	1096357	1096357	1096357	1035515	1033997	1033997	1033997	1033997	1033997	1033997	1033714	1022077	1021297	1021297	1021297	1020508	1020508
16	1075242	1075242	1075242	1075242	1075242	1075242	962585	962585	962527	962527	962527	962527	960595	960595	960595	960230	960230	960230	960230	960230
17	1075242	1075242	1075242	1075242	1075242	1075242	931588	928016	928016	928016	928016	925172	925172	925172	925172	912880	912880	912880	911960	911431
18	1075242	1075242	1075242	1075242	1075242	1075242	888558	884370	878860	875727	872838	872838	872838	872838	872838	870411	870411	870411	870411	869682
19	1075242	1075242	1075242	1075242	1075242	1075242	838643	838643	838643	838643	838643	838643	838643	838643	838643	838643	838643	835583	832445	831523
20	1075242	1075242	1075242	1075242	1075242	1075242	838643	838643	838643	838643	838643	838643	838643	838643	792553	792553	792553	792553	792553	792553
21	1075242	1075242	1075242	1075242	1075242	1075242	838643	838643	838643	838643	838643	838643	838643	838643	781178	781178	781178	781178	781178	781178
22	1075242	1075242	1075242	1075242	1075242	1075242	838643	838643	838643	838643	838643	838643	838643	838643	759427	759427	759427	759427	759427	759427
23	1075242	1075242	1075242	1075242	1075242	1075242	838643	838643	838643	838643	838643	838643	838643	838643	690097	690097	690097	687915	687915	681845
24	1075242	1075242	1075242	1075242	1075242	1075242	838643	838643	838643	838643	838643	838643	838643	838643	663193	663193	663193	663193	663193	663193
25	1075242	1075242	1075242	1075242	1075242	1075242	838643	838643	838643	838643	838643	838643	838643	838643	643270	640658	640658	640658	640658	640543
26	1075242	1075242	1075242	1075242	1075242	1075242	838643	838643	838643	838643	838643	838643	838643	838643	622163	619283	618597	617258	617258	614092
27	1075242	1075242	1075242	1075242	1075242	1075242	838643	838643	838643	838643	838643	838643	838643	838643	594231	594231	594024	593925	593022	591009
28	1075242	1075242	1075242	1075242	1075242	1075242	838643	838643	838643	838643	838643	838643	838643	838643	569894	566781	566781	566477	566477	566477
29	1075242	1075242	1075242	1075242	1075242	1075242	838643	838643	838643	838643	838643	838643	838643	838643	551778	544579	544579	544579	544579	544579
30	1075242	1075242	1075242	1075242	1075242	1075242	838643	838643	838643	838643	838643	838643	838643	838643	544579	544579	544579	544579	544579	544579
