1	144498	140
2	72761	70
3	49190	47
4	36893	35
5	29719	28
6	25619	24
7	21521	20
8	19471	18
9	17421	16
10	15372	14
11	14347	13
12	13322	12
13	12297	11
14	11273	10
15	11272	10
16	10248	9
17	10247	9
18	9223	8
19	9222	8
20	8198	7
21	8198	7
22	8198	7
23	8197	7
24	7173	6
25	7173	6
26	7173	6
27	7173	6
28	6149	5
29	6148	5
30	6148	5
31	6148	5
32	6148	5
33	6148	5
34	6148	5
35	5124	4
36	5124	4
37	5124	4
38	5123	4
39	5123	4
40	5123	4
41	5123	4
42	5123	4
43	5123	4
44	5123	4
45	5123	4
46	5123	4
47	4099	3
48	4099	3
49	4099	3
50	4099	3
51	4099	3
52	4099	3
53	4099	3
54	4099	3
55	4099	3
56	4099	3
57	4098	3
58	4098	3
59	4098	3
60	4098	3
61	4098	3
62	4098	3
63	4098	3
64	4098	3
